,vote_average,runtime,genres,season,rating,revenue_adj,budget_adj
303,6.361,119,"Action, Adventure, Science Fiction, Thriller",Spring,PG-13,399549840.13658124,147980163.19579643
304,7.851,135,"Drama, Romance",Winter,PG-13,568828783.5522557,104141633.35237007
305,8.15,101,"Animation, Family, Comedy, Fantasy, Drama",Winter,PG,166217398.7184606,182811246.2253509
306,7.114,127,"Adventure, Fantasy, Romance, Family",Spring,PG,1316874752.0976355,228575514.87414187
307,7.789,155,"Science Fiction, Adventure",Fall,PG-13,483204309.74608344,198316397.9172879
308,8.081,115,"Crime, Drama",Winter,R,207398212.5869403,19420274.33814173
309,7.029,133,"Adventure, Action, Science Fiction",Spring,PG-13,705473368.2201431,190335718.21684095
310,6.937,101,"Romance, Comedy, Crime, Fantasy",Summer,PG-13,756072661.8385774,49461012.31190151
311,6.822,127,"Fantasy, Adventure",Fall,PG-13,393447808.6005166,145975788.88720053
312,7.146,163,"Adventure, History, War, Action",Spring,R,844414997.1317495,297084233.26133907
313,7.272,95,"Comedy, Drama, Romance",Summer,PG-13,90506044.47222972,11167786.76063142
314,7.932,177,"Action, Drama, History, War",Spring,R,446009170.39520955,150610778.44311374
315,7.1,118,"Adventure, Drama, Family",Summer,PG,2077258557.694508,324752097.63539284
316,7.432,127,"Science Fiction, Action, Adventure",Spring,PG-13,574292930.4897628,223355735.2126284
317,7.847,127,"Adventure, Action",Spring,PG-13,1231045547.534269,124617671.34599504
318,7.303,134,"Action, Adventure, Science Fiction",Summer,PG-13,456429553.9693098,240383512.6270156
319,7.734,84,"Romance, Family, Animation, Fantasy",Fall,G,992643534.3833581,58395245.170876674
320,6.706,114,"Mystery, Drama, Crime",Fall,PG-13,456757189.1928397,71207672.57318634
321,6.359,88,"Action, Adventure, Comedy, Science Fiction",Summer,PG-13,790234525.9582156,248537549.4071146
322,7.069,133,"Action, Thriller, Adventure",Winter,PG-13,991803247.9441292,207008350.62641048
323,6.965,106,"Action, Crime, Thriller",Summer,PG-13,372187698.5722444,68230725.29982866
324,6.833,97,"Science Fiction, Action, Adventure",Fall,PG-13,609208253.3385324,132210931.94485858
325,8.027,102,"Crime, Drama",Fall,NR,13764513.952606633,8381516.587677725
326,7.9,117,Drama,Winter,PG-13,486863850.4689863,87201210.28744325
327,6.71,129,"Adventure, Action, Thriller, Science Fiction",Fall,R,735367603.4034122,259548706.65932858
328,7.5,100,"Family, Adventure, Animation, Comedy, Fantasy",Summer,G,1340719791.0278413,218583142.6392067
329,6.688,91,"Animation, Family, Comedy, Adventure",Spring,PG,1047998027.6671708,126838124.05446291
330,7.661,114,"Action, Science Fiction, Thriller",Spring,PG-13,565040790.0910612,240383512.6270156
331,7.272,103,"Family, Animation, Adventure, Comedy, Fantasy",Fall,PG,1811151108.152174,187356979.40503433
332,6.365,142,"Adventure, Action, Science Fiction",Winter,PG-13,1341656145.003814,312261632.34172386
333,7.81,148,"Adventure, Drama",Fall,R,87377562.27175717,23298553.474033672
334,8.0,94,"Drama, Crime",Winter,R,33580282.07253885,8145077.720207253
335,6.406,104,"Adventure, Action, Science Fiction, Thriller",Spring,PG-13,728303802.783661,332950075.64296514
336,6.396,126,"Action, Science Fiction, Adventure, Fantasy",Summer,PG-13,567198834.4241792,163835330.9015112
337,8.058,127,"Drama, History",Winter,PG,313127221.17206097,33176315.65618194
338,6.345,92,"Fantasy, Action",Summer,PG-13,937545071.8362706,223422399.09039226
339,7.673,102,"Fantasy, Action, Adventure, Animation, Comedy, Family",Summer,PG,835391319.8481506,194890473.50330886
340,7.915,88,"Animation, Family, Adventure",Summer,G,592068612.980198,175099009.9009901
341,6.902,127,"Action, Science Fiction, Drama",Summer,R,118451458.80145909,53519541.42782699
342,7.345,99,"Action, Science Fiction, Comedy, Family",Winter,PG,389650816.31346154,103593039.52769884
343,6.868,145,"Action, Adventure, Science Fiction",Summer,PG-13,1664448446.4404142,152720207.25388598
344,7.958,132,Drama,Winter,PG-13,367983208.9762419,50928725.701943845
345,7.908,105,Drama,Winter,PG,560397491.5429564,108753536.29359369
346,7.034,132,"Action, Comedy, Fantasy",Spring,PG-13,457251014.67391306,99923722.34935164
347,5.775,106,"Action, Adventure, Fantasy, Science Fiction",Summer,PG-13,549888293.9150498,164866282.11851075
348,7.933,137,"Action, Thriller, Science Fiction",Summer,R,525863991.3503649,53069343.06569343
349,7.191,150,"Action, Thriller, Science Fiction",Summer,PG-13,445211324.57524294,249842036.50797957
350,8.042,108,"Comedy, War, Drama",Fall,PG-13,103007249.76163234,17486651.411136538
351,7.423,112,Science Fiction,Summer,R,313918461.4143021,44671147.04252568
352,8.402,119,"Fantasy, Animation, Adventure",Fall,PG,400723777.54211664,40742980.56155507
353,8.033,118,"Drama, Thriller",Fall,R,47625072.05689175,17488564.741321396
354,6.705,120,"Comedy, Family, Adventure",Fall,PG,817291678.7834902,40979000.72411296
355,6.721,149,"Thriller, Mystery",Spring,PG-13,1217361332.877458,198184568.8350983
356,7.463,119,"Action, Drama, Mystery, Thriller",Summer,PG-13,379968153.730096,106516092.60304911
357,6.003,131,"Adventure, Fantasy, Drama, Romance",Fall,PG-13,1056960230.9941603,74451911.7375428
358,7.63,102,"Animation, Comedy, Family, Fantasy",Fall,PG,304085143.47317475,60095878.1567539
359,7.134,106,"Thriller, Drama, Mystery",Fall,PG-13,462134699.3033175,139691943.12796208
360,7.328,132,"Action, Adventure, Science Fiction",Spring,PG-13,638091164.4189682,259405940.59405938
361,7.705,177,"Crime, Mystery, Thriller",Spring,PG-13,828101439.341305,198715408.26785102
362,6.138,107,"Action, Adventure, Crime",Winter,PG-13,448152165.32435066,110048221.2494698
363,6.969,95,"Adventure, Animation, Comedy, Family",Fall,G,706736294.9851485,233465346.53465346
364,8.055,134,"Comedy, Crime",Spring,PG-13,280651637.9934399,240383512.6270156
365,7.294,118,"Adventure, Action",Spring,PG,1027430814.5240431,86390578.99901864
366,7.333,163,"Action, Mystery, Science Fiction",Spring,R,275857709.01805884,193574970.51761127
367,7.841,76,"Fantasy, Animation, Family",Fall,PG,166756368.79102385,52914446.00280505
368,7.589,132,"Action, Adventure, Fantasy",Fall,PG-13,519520804.20212394,180287634.4702617
369,7.219,122,"Action, Science Fiction, Adventure",Winter,PG-13,505839541.6952708,212337909.99237224
370,6.289,123,"Action, Drama, Science Fiction",Spring,PG-13,711116452.4598573,215051556.9691684
371,6.468,115,"Adventure, Fantasy, Drama, Romance",Fall,PG-13,1150917267.4104958,166448282.70796108
372,8.382,150,"Drama, War",Fall,R,213161028.84697908,62134387.35177865
373,6.906,124,"Adventure, Action, Fantasy",Spring,PG-13,795827129.8064516,153085818.62446743
374,7.4,103,"Horror, Mystery, Crime",Fall,R,176402962.92440605,2037149.0280777537
375,7.344,131,"Comedy, Drama",Winter,R,179387615.6315386,37667677.904384546
376,6.287,93,"Fantasy, Adventure, Animation, Comedy, Family",Spring,PG,1263352226.4643111,248517903.72302586
377,7.801,103,"Crime, Comedy",Fall,R,155631486.71090046,18625592.41706161
378,6.814,110,"Comedy, Crime",Summer,R,368621465.2318916,50515893.69463262
379,6.201,117,"Adventure, Fantasy, Romance",Fall,PG-13,1016727732.9179966,157040817.71658725
380,6.214,124,"Adventure, Fantasy, Drama, Romance",Summer,PG-13,1013469564.379958,98663971.534979
381,6.499,109,"Science Fiction, Action, Drama, Thriller",Summer,R,390666302.2407504,157008858.78061488
382,7.527,77,"Romance, Fantasy, Animation",Fall,PG,194761900.51809126,65946512.8474043
383,7.19,131,"Action, Adventure",Summer,PG-13,918441083.7433195,201791131.6306315
384,7.74,118,"Drama, History",Fall,R,600996418.8234642,21764111.368010074
385,7.247,132,"Thriller, Action, Crime",Fall,R,258506404.12455752,73923972.70815164
386,7.467,107,"Comedy, Fantasy",Summer,PG,913849044.5299312,92561334.64180568
387,6.211,100,Comedy,Spring,R,494236679.85409063,140625325.69046378
388,6.968,110,"Adventure, Action, Thriller",Spring,PG-13,932064045.6683936,162901554.40414506
389,7.0,91,"Animation, Comedy, Family, Fantasy",Fall,PG,497091697.3648336,117900866.91813911
390,6.229,114,"Action, Drama, Thriller",Spring,PG-13,637647642.4788302,147980163.19579643
391,7.16,140,"Drama, Science Fiction, War",Summer,PG-13,635327494.7071928,194202743.3814173
392,6.854,169,"Horror, Fantasy",Fall,R,590952047.8165523,98674675.81998475
393,6.398,115,"Science Fiction, Horror",Winter,R,54632103.813738815,50736887.12091565
394,7.3,145,"Action, Thriller, Science Fiction, Mystery",Summer,PG-13,636208062.8706945,181077357.4251835
395,7.932,117,"Drama, History",Fall,R,76096852.81917664,6826472.120896299
396,7.355,126,"Fantasy, Action, Adventure",Spring,PG-13,1026634481.6453706,214827468.3976768
397,6.2,149,"Science Fiction, Action, Adventure",Summer,PG-13,1245288174.7403417,297807646.9501712
398,6.931,123,"Adventure, Comedy, Fantasy",Winter,PG-13,1001353019.6319604,156130816.17086193
399,7.186,97,Comedy,Spring,PG-13,220905515.59827214,28859611.231101513
400,6.563,135,"Science Fiction, Adventure, Action",Spring,PG-13,498429504.8199236,317105544.5057228
401,6.25,86,"Science Fiction, Horror, Thriller",Spring,R,121959876.3626889,4095883.27253778
402,5.924,126,"Science Fiction, Action, Thriller, Adventure",Summer,PG-13,592732575.5445921,208517502.68498588
403,7.271,94,"Drama, Comedy",Fall,R,102236721.44260187,12946849.558761153
404,7.39,122,"Action, Crime, Thriller",Fall,R,114176710.12678267,40358226.3261263
405,6.478,151,"Action, Adventure, Fantasy",Winter,PG-13,206699845.01513734,243748328.30046788
406,6.1,122,"Science Fiction, Horror, Mystery",Spring,R,311878941.5505746,125584440.71998319
407,6.677,129,"Thriller, Drama, Science Fiction",Winter,PG-13,308513292.41990846,24980930.58733791
408,8.274,120,"Drama, Thriller, Mystery, Action",Fall,R,26291579.742432583,5190974.133186571
409,7.905,123,"Drama, Romance, Fantasy",Fall,R,118917757.36321,16383533.09015112
410,7.137,106,"Romance, Drama",Spring,PG-13,86805719.84172387,17486651.411136538
411,6.985,111,"Crime, Comedy, Action",Summer,PG-13,377633015.8447877,88789552.46160239
412,7.3,118,"Comedy, Drama, Romance",Summer,PG-13,207121968.23038462,71382189.87117603
413,7.293,134,"Horror, Thriller",Summer,R,427091120.7111381,53082105.0498911
414,7.814,129,"Drama, History",Fall,R,132765453.57049638,26905484.21741753
415,7.54,99,"Horror, Comedy",Spring,R,51093551.429805614,10355507.559395248
416,7.275,120,"Drama, Thriller",Fall,R,322251508.36344385,61724571.50420224
417,6.527,129,"Adventure, Action, Science Fiction",Spring,PG-13,1222502207.9547455,144256442.48900062
418,6.183,154,"Action, Science Fiction, Adventure",Summer,PG-13,1604377646.465628,278390540.4975865
419,6.496,117,"Adventure, Thriller, Science Fiction",Summer,PG-13,995583160.0083902,217623492.3964342
420,7.0,110,"Romance, Drama, Action",Spring,PG,1023608950.3138686,43029197.08029197
421,7.297,94,"Thriller, Science Fiction, Mystery",Spring,PG-13,210338611.02972892,45684601.51755266
422,7.557,132,"Action, Comedy, Adventure",Summer,R,202784436.3144253,222354749.17998943
423,6.737,94,"Animation, Comedy, Family, Adventure",Summer,PG,1320310572.7625353,134013441.12757704
424,7.6,129,"Science Fiction, Thriller, Mystery",Winter,R,353185327.4091816,60662674.650698595
425,6.86,106,"Family, Adventure, Drama, Fantasy",Spring,PG,1282663512.1308818,232234209.59327355
426,6.266,86,"Adventure, Comedy, Animation, Family",Summer,PG,1161778754.4648736,99528946.96854581
427,7.55,115,"Comedy, Adventure, Science Fiction",Summer,PG-13,398467640.78262264,132210931.94485858
428,5.998,122,"Adventure, Action",Spring,PG-13,1171680731.3587265,275554292.2114838
429,7.865,95,"Animation, Comedy, Fantasy, Adventure, Family",Summer,PG,59795964.86914237,240383512.6270156
430,5.92,165,"Science Fiction, Action, Adventure",Summer,PG-13,1483928419.7609398,282255168.5220335
431,7.251,130,"Action, Thriller, Crime",Spring,PG-13,893901568.0469341,178455474.67794007
432,6.066,107,"Science Fiction, Drama, Action",Spring,PG-13,219839992.5975646,142415345.14637268
433,6.981,127,"Action, Science Fiction, Drama",Fall,PG-13,427248829.2103912,157040817.71658725
434,7.139,124,"Thriller, Action, Crime",Winter,R,519799701.18191576,109686747.73521054
435,8.26,131,"Action, Drama",Spring,PG-13,1599103515.2798085,182603348.13802528
436,6.092,116,"Comedy, Action, Crime",Spring,R,230268459.82070422,89333261.95545195
437,7.4,124,"Thriller, Action, Crime",Spring,R,261698547.49868906,65946512.8474043
438,8.202,146,Drama,Summer,PG-13,309283484.5261394,35691094.93558802
439,7.414,147,"Action, Adventure",Summer,PG-13,1004155801.0190948,225779147.68807465
440,6.705,105,"Drama, Romance",Winter,R,467169731.1219323,69763219.79125902
441,5.982,127,"Adventure, Fantasy, Drama",Spring,PG-13,550111574.3498114,235801733.83627823
442,6.927,156,"Science Fiction, Action, Adventure",Fall,PG-13,483248863.6282313,240383512.6270156
443,8.282,147,"Drama, War",Summer,R,690483162.5183015,145001464.1288433
444,7.751,98,"Comedy, Drama",Winter,R,153549893.48246443,2980094.7867298573
445,6.842,112,"Crime, Comedy, Action",Summer,R,445336661.94018364,67203611.55286513
446,7.114,108,"Animation, Comedy, Family, Music",Fall,PG,841552651.0560704,99528946.96854581
447,6.776,120,"Crime, Action, Science Fiction",Spring,R,140446019.55097622,65918436.33267295
448,6.509,124,"Action, Adventure, Science Fiction, Thriller",Spring,PG-13,938174304.1166307,212203023.75809935
449,6.999,87,"Animation, Comedy, Family",Summer,PG-13,818662787.3013991,116492767.37016836
450,8.155,113,"Drama, Family",Fall,PG,396092960.92966944,25893699.117522307
451,8.083,127,"Drama, Romance",Fall,PG,200504692.66911379,46162558.99318301
452,6.648,109,"Romance, Comedy",Summer,R,213493058.52703848,49967532.90982322
453,7.58,97,"Comedy, Romance, Drama",Spring,PG-13,102334360.25806451,30617163.724893484
454,5.592,92,"Adventure, Fantasy, Action, Thriller",Summer,PG,468942615.1410956,201920796.7749585
455,6.981,104,"Thriller, Science Fiction, Drama, Horror",Spring,PG-13,146263756.65299094,19905789.393709164
456,7.5,119,"Comedy, Romance",Spring,R,1143602281.4693875,34549450.54945055
457,5.419,116,"Action, Adventure, Science Fiction",Winter,PG-13,319418721.936889,165881578.2809097
458,6.875,105,"Romance, Comedy, Crime",Winter,R,207122403.553167,67398237.96463092
459,6.829,151,"Action, Thriller, Science Fiction, Adventure",Summer,PG-13,1077441729.8910892,272376237.62376237
460,6.314,106,"Adventure, Action, Thriller, Crime",Fall,PG-13,878169904.9687322,297896532.120523
461,7.355,83,"Animation, Family, Fantasy",Fall,G,548690254.3154417,103848059.45499586
462,6.353,118,"Action, Adventure, Fantasy",Spring,PG-13,348373169.73699605,119231684.73415178
463,6.869,187,"Adventure, Drama, Action",Winter,PG-13,927147710.3597274,341273203.9853173
464,6.608,95,"Horror, Fantasy",Spring,R,98539124.13473628,41612070.67699027
465,7.867,98,"Crime, Drama, Thriller",Spring,R,123422311.78756475,14253886.010362692
466,7.506,107,"Science Fiction, Action, Adventure, Thriller",Summer,R,277835613.62589926,42410071.94244604
467,6.492,118,"Drama, Romance",Winter,R,490462257.3540493,71207672.57318634
468,7.606,101,"Romance, Fantasy, Drama, Comedy",Winter,PG,156701830.33380085,32189621.318373073
469,7.72,122,Horror,Winter,R,3257697992.338028,88563380.28169014
470,7.33,128,"Comedy, Drama",Summer,PG-13,372488039.80561554,101857451.40388769
471,7.418,100,"Animation, Family, Adventure, Comedy, Fantasy",Winter,PG,630585858.020828,80644333.86343816
472,7.108,116,"Comedy, Crime, Action",Spring,R,83323269.59428658,66352631.31236388
473,8.338,134,"Adventure, Fantasy, Animation",Summer,PG-13,333963544.94028914,46438717.787554994
474,7.135,138,"Science Fiction, Comedy, Drama",Winter,R,951754.0472968323,90143817.23513085
475,6.227,103,"Thriller, Adventure, Action",Summer,R,398240281.48250693,116075260.62938707
476,7.442,117,"Drama, Thriller",Fall,R,38820241.28045383,29858684.090563744
477,7.469,113,"Action, Comedy, Romance",Summer,PG-13,69645156.37763225,123329964.41872376
478,7.2,126,"Fantasy, Action, Crime",Summer,PG-13,1067944687.9075143,90867052.02312139
479,7.1,143,"Science Fiction, Action, Adventure, Thriller",Winter,PG-13,365527986.0731763,78642175.03741926
480,7.8,119,"Drama, Romance",Fall,PG,1273718100.5179856,5654676.258992805
481,7.421,115,"Action, Drama, Mystery, Thriller",Summer,PG-13,687810790.5857245,108726582.8788238
482,6.567,95,"Comedy, Romance",Summer,R,450613855.4936092,21049300.06086427
483,8.073,86,"Fantasy, Animation, Family",Spring,G,111412273.12013827,10054278.305963699
484,6.08,106,"Animation, Family, Adventure, Comedy",Summer,G,799269800.6220967,285528759.48470414
485,7.172,114,"Adventure, Comedy, Drama, Fantasy",Winter,PG,256857375.5289213,122876498.1761334
486,5.716,105,"Action, Comedy, Science Fiction",Summer,PG-13,329423765.43963164,118384130.55663714
487,6.36,88,"Animation, Comedy, Adventure, Family",Summer,PG,1216799062.3201642,131771557.14380254
488,7.521,136,"Comedy, Crime, Drama",Summer,R,118485124.41914414,19026332.67034337
489,6.256,113,"Action, Science Fiction, Horror",Summer,PG-13,672919934.5132672,190263326.7034337
490,7.068,94,"Adventure, Drama, Thriller",Fall,R,51788312.39529828,26116933.64161209
491,7.53,143,"Drama, Thriller, Action",Winter,R,272258664.30257183,158547655.06807864
492,7.2,112,"Family, Animation, Comedy, Adventure",Fall,PG,671406252.7597461,221973881.15400597
493,6.625,136,"Adventure, Science Fiction, Action",Summer,PG-13,292564283.7270784,229418174.18124762
494,7.315,108,"Action, Drama, Thriller",Summer,PG-13,489764947.21814257,127321814.25485961
495,8.01,153,"Drama, Action, History",Fall,PG-13,281670247.0442411,121906941.266209
496,6.21,118,"Adventure, Fantasy, Family",Winter,PG,328634032.0812969,137839371.99739715
497,7.854,100,"Animation, Family, Fantasy",Winter,PG,185534164.04995665,89342294.08505136
498,7.413,133,"Action, Drama",Fall,PG-13,233495990.56254196,49775145.80222244
499,7.554,121,"Crime, Action, Comedy",Winter,R,125150158.80958027,18638842.77922694
500,7.009,89,"Thriller, Horror",Summer,R,211064600.3039052,13137820.999848047
